tensor([[5.8568]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[2.5253]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.8529]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.8249]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.2099]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.5732]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.8697]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.2452]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.0874]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.6844]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.0928]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.1745]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.1564]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.5756]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.9079]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.7182]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.6203]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.9018]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[2.5689]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.1287]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.4836]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.7025]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.2564]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.7808]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.1210]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.9402]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.9755]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.5494]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.0688]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.1103]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.7953]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.4285]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.1625]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.5826]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[0.2645]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.2883]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.9552]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.5627]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.4987]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.9201]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.7350]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.6736]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.8499]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.0941]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.5878]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.7007]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.5550]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.3472]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.1284]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.6961]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.3880]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.1269]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.8257]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.9302]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.3468]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.5309]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[-4.3447]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[1.7349]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[2.5605]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.3230]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.3174]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.9377]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.2693]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.8193]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.1599]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[2.4670]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.4362]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.4588]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.0969]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.0374]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[2.9501]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.4386]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.5012]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.7873]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.5773]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.8614]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.3956]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[2.8709]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.6058]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.2012]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.7676]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.4122]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.0090]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.9237]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.9262]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.3235]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.0009]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.3136]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.7358]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.4168]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.1788]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.8269]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.9060]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.3086]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.3101]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.2804]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[0.3706]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.5315]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.0465]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.3392]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.7253]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.7661]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.1192]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.8755]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.1972]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.5364]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.7981]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.3437]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.2680]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.1631]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.3270]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.6054]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.8890]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.2180]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.4670]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.8797]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.5047]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.0154]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.5229]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.0942]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.6464]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.4871]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.4949]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.4715]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.9321]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.7841]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.2371]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.9574]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.7200]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.4863]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.5033]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[1.4144]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.1395]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.6435]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.7322]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[1.8199]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.4784]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.1089]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.6661]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.2012]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.2280]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.3927]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.3307]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.3740]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.3726]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.2589]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.6621]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.1609]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.1239]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.0078]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.1245]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.1294]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.7566]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.4404]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.3511]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.8457]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.1983]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.3105]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.7853]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.7510]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.9957]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.8368]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.5603]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[2.7178]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.2862]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.5225]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.5701]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.3496]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.6918]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.1757]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.1818]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.5643]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.4948]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.4593]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.8148]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.2681]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[2.5604]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.5237]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.0488]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.8671]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.7551]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.4868]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.7985]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.1337]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.0141]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[2.3920]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.6077]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.5705]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.0376]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.4567]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.8424]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.0784]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.1255]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.5134]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.4388]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[0.8977]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.3444]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.0656]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.2446]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.5579]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.6967]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.2718]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.9442]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.7696]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.6542]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.0417]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.2526]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.0704]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.7221]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[2.6668]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[2.5387]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.0633]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.8909]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.8851]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.8200]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.6448]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.2266]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.1552]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.6852]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.2642]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.9079]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.6581]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.6462]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.3946]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.6670]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[1.4779]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.4736]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.0052]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.7846]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[2.9258]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[2.2033]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.8950]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[-2.0451]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.7110]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.0116]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.0719]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.8068]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.3966]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.7198]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.2759]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.9656]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.9187]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.1280]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.6526]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[0.9016]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[2.5570]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[2.6876]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.3474]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.2254]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.2123]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.7676]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.3275]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.4584]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.3917]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.5559]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[1.5587]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.2860]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.3599]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.6323]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.0964]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.6825]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.4413]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[2.2994]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.8463]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.6977]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.2317]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.6438]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.0416]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.7005]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.3159]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.2170]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.3682]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.1912]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.1554]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.2209]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.9628]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.7689]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.3653]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[1.3776]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.8846]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.0580]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.9359]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.9298]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.3635]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.3709]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.4298]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.4730]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.0689]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.9938]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.9425]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.9136]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.1250]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.0215]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.3656]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[0.8801]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.1530]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.7624]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.4059]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.7431]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.0085]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.5728]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.7487]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.3356]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.1864]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.2444]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.8044]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.0911]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.0246]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.8831]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.9748]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.9368]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.9089]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.5399]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.3532]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.5457]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.9772]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.7667]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.1360]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.2153]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.1453]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.8796]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.8168]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.3149]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.4460]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.0446]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.5881]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.1109]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.6111]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.9973]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.5063]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.9604]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[2.9835]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.6128]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.0838]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.6691]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.5429]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.0910]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[2.4944]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.1195]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.4866]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.3019]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.6658]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.5525]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[1.4474]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.5943]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.7422]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.9954]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[0.5720]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[2.0659]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.8453]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.4467]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.7327]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.9572]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.3224]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[2.8613]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.7890]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.9661]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.1382]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.7445]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.6949]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.8428]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.7181]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[2.9277]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.3746]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.7745]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[2.9541]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.0664]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.2995]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.5892]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.4270]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.8562]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.0168]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.0299]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.5245]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.5048]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[-0.9927]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[2.4445]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[0.8855]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.1443]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.8987]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.1370]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.1901]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.1878]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.1879]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.6732]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.7278]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.5602]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.1277]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.4321]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.0734]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[1.9770]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.7083]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.1055]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.9271]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.2104]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.5081]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.0144]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.3042]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.7959]], device='cuda:0', grad_fn=<SumBackward1>)
